SAMPLE_ID,SCINAME,GENUS
1889-A,Rhomboplites aurorubens,Rhomboplites
1889-B,Rhomboplites aurorubens,Rhomboplites
1889-C,Rhomboplites aurorubens,Rhomboplites
1889-D,Rhomboplites aurorubens,Rhomboplites
1894-A,Seriola dumerili,Seriola
1894-B,Seriola dumerili,Seriola
1895-A,Seriola dumerili,Seriola
1895-B,Seriola dumerili,Seriola
1896-A,Seriola dumerili,Seriola
1897-A,Seriola dumerili,Seriola
1899-A,Seriola dumerili,Seriola
1943-G,Thunnus albacares,Thunnus
1943-H,Thunnus albacares,Thunnus
1943-I,Thunnus albacares,Thunnus
1943-J,Thunnus albacares,Thunnus
1944-A,Thunnus albacares,Thunnus
1944-B,Thunnus albacares,Thunnus
1944-C,Thunnus albacares,Thunnus
1944-D,Thunnus albacares,Thunnus
1944-E,Thunnus albacares,Thunnus
1944-F,Thunnus albacares,Thunnus
1944-G,Thunnus albacares,Thunnus
1944-H,Thunnus albacares,Thunnus
1944-I,Thunnus albacares,Thunnus
1944-J,Thunnus albacares,Thunnus
1945-A,Thunnus albacares,Thunnus
1945-C,Thunnus albacares,Thunnus
1945-D,Thunnus albacares,Thunnus
1945-E,Thunnus albacares,Thunnus
1945-F,Thunnus albacares,Thunnus
1946-A,Thunnus albacares,Thunnus
1946-B1,Thunnus albacares,Thunnus
1946-B2,Thunnus albacares,Thunnus
1946-B3,Thunnus albacares,Thunnus
1946-D,Thunnus albacares,Thunnus
1946-E,Thunnus albacares,Thunnus
1946-F,Thunnus albacares,Thunnus
1947-A,Thunnus albacares,Thunnus
1947-B,Thunnus albacares,Thunnus
1947-C,Thunnus albacares,Thunnus
1947-E,Thunnus albacares,Thunnus
1947-F,Thunnus albacares,Thunnus
1947-G,Thunnus albacares,Thunnus
1947-H,Thunnus albacares,Thunnus
1947-I,Thunnus albacares,Thunnus
1947-J,Thunnus albacares,Thunnus
1947-K,Thunnus albacares,Thunnus
1287-A,Scomberomorus cavalla,Scomberomorus
1287-B,Scomberomorus cavalla,Scomberomorus
1287-C,Scomberomorus cavalla,Scomberomorus
1287-D,Scomberomorus cavalla,Scomberomorus
1345-A,Scomberomorus cavalla,Scomberomorus
1345-B,Scomberomorus cavalla,Scomberomorus
1345-C,Scomberomorus cavalla,Scomberomorus
1345-C3,Scomberomorus cavalla,Scomberomorus
1345-D,Scomberomorus cavalla,Scomberomorus
1345-E,Scomberomorus cavalla,Scomberomorus
1345-F,Scomberomorus cavalla,Scomberomorus
1345-F,Scomberomorus cavalla,Scomberomorus
1345-G,Scomberomorus cavalla,Scomberomorus
1345-G,Scomberomorus cavalla,Scomberomorus
1346-A,Scomberomorus cavalla,Scomberomorus
1346-B,Scomberomorus cavalla,Scomberomorus
1346-C1,Scomberomorus cavalla,Scomberomorus
1346-C2,Scomberomorus cavalla,Scomberomorus
1346-D,Scomberomorus cavalla,Scomberomorus
1346-E,Scomberomorus cavalla,Scomberomorus
1372-A,Scomberomorus cavalla,Scomberomorus
1372-B,Scomberomorus cavalla,Scomberomorus
1372-C,Scomberomorus cavalla,Scomberomorus
1372-D,Scomberomorus cavalla,Scomberomorus
1373-A,Thunnus atlanticus,Thunnus
1373-B,Thunnus atlanticus,Thunnus
1373-C,Thunnus atlanticus,Thunnus
1373-D,Thunnus atlanticus,Thunnus
1373-E,Thunnus atlanticus,Thunnus
1373-F,Thunnus atlanticus,Thunnus
1373-G,Thunnus atlanticus,Thunnus
1373-H,Thunnus atlanticus,Thunnus
1373-I,Thunnus atlanticus,Thunnus
1373-J,Thunnus atlanticus,Thunnus
1373-K,Thunnus atlanticus,Thunnus
1373-L,Thunnus atlanticus,Thunnus
1394-A,Scomberomorus cavalla,Scomberomorus
1394-B,Scomberomorus cavalla,Scomberomorus
1394-C,Scomberomorus cavalla,Scomberomorus
1394-D,Scomberomorus cavalla,Scomberomorus
1394-E,Scomberomorus cavalla,Scomberomorus
1394-F,Scomberomorus cavalla,Scomberomorus
1400-A,Scomberomorus cavalla,Scomberomorus
1400-B,Scomberomorus cavalla,Scomberomorus
1402-A,Scomberomorus cavalla,Scomberomorus
1402-B,Scomberomorus cavalla,Scomberomorus
1402-C,Scomberomorus cavalla,Scomberomorus
1402-D,Scomberomorus cavalla,Scomberomorus
1402-E,Scomberomorus cavalla,Scomberomorus
1402-F,Scomberomorus cavalla,Scomberomorus
1402-G,Scomberomorus cavalla,Scomberomorus
1402-H,Scomberomorus cavalla,Scomberomorus
1402-I,Scomberomorus cavalla,Scomberomorus
1402-J,Scomberomorus cavalla,Scomberomorus
1402-K,Scomberomorus cavalla,Scomberomorus
1402-L,Scomberomorus cavalla,Scomberomorus
1406-A,Scomberomorus cavalla,Scomberomorus
1406-B,Scomberomorus cavalla,Scomberomorus
1406-C,Scomberomorus cavalla,Scomberomorus
1406-D,Scomberomorus cavalla,Scomberomorus
1406-E,Scomberomorus cavalla,Scomberomorus
1406-F,Scomberomorus cavalla,Scomberomorus
1406-G,Scomberomorus cavalla,Scomberomorus
1406-H,Scomberomorus cavalla,Scomberomorus
1406-J,Scomberomorus cavalla,Scomberomorus
1406-K,Scomberomorus cavalla,Scomberomorus
1406-L,Scomberomorus cavalla,Scomberomorus
1406-M,Scomberomorus cavalla,Scomberomorus
1406-N,Scomberomorus cavalla,Scomberomorus
1406-O,Scomberomorus cavalla,Scomberomorus
1406-P,Scomberomorus cavalla,Scomberomorus
1406-Q,Scomberomorus cavalla,Scomberomorus
1406-R,Scomberomorus cavalla,Scomberomorus
1406-S,Scomberomorus cavalla,Scomberomorus
1406-T,Scomberomorus cavalla,Scomberomorus
1406-U,Scomberomorus cavalla,Scomberomorus
1406-V,Scomberomorus cavalla,Scomberomorus
1418-A,Thunnus atlanticus,Thunnus
1418-B,Thunnus atlanticus,Thunnus
1418-C,Thunnus atlanticus,Thunnus
1418-D,Thunnus atlanticus,Thunnus
1418-E,Thunnus atlanticus,Thunnus
1418-F,Thunnus atlanticus,Thunnus
1418-G,Thunnus atlanticus,Thunnus
1418-H,Thunnus atlanticus,Thunnus
1418-I,Thunnus atlanticus,Thunnus
1418-J,Thunnus atlanticus,Thunnus
1418-K,Thunnus atlanticus,Thunnus
1418-L,Thunnus atlanticus,Thunnus
1418-M,Thunnus atlanticus,Thunnus
1418-N,Thunnus atlanticus,Thunnus
1419-A,Scomberomorus cavalla,Scomberomorus
1419-B,Scomberomorus cavalla,Scomberomorus
1419-C,Scomberomorus cavalla,Scomberomorus
1419-D,Scomberomorus cavalla,Scomberomorus
1419-E,Scomberomorus cavalla,Scomberomorus
1419-F,Scomberomorus cavalla,Scomberomorus
1419-G,Scomberomorus cavalla,Scomberomorus
1419-H,Scomberomorus cavalla,Scomberomorus
1419-I,Scomberomorus cavalla,Scomberomorus
1419-J,Scomberomorus cavalla,Scomberomorus
1419-K,Scomberomorus cavalla,Scomberomorus
1419-L,Scomberomorus cavalla,Scomberomorus
1422-A,Scomberomorus cavalla,Scomberomorus
1422-B,Scomberomorus cavalla,Scomberomorus
1422-C,Scomberomorus cavalla,Scomberomorus
1422-D,Scomberomorus cavalla,Scomberomorus
1422-E,Scomberomorus cavalla,Scomberomorus
1422-F,Scomberomorus cavalla,Scomberomorus
1422-G,Scomberomorus cavalla,Scomberomorus
1424-A,Scomberomorus cavalla,Scomberomorus
1424-B,Scomberomorus cavalla,Scomberomorus
1425-A,Scomberomorus cavalla,Scomberomorus
1435-A,Scomberomorus cavalla,Scomberomorus
1468-A,Scomberomorus cavalla,Scomberomorus
1468-B,Scomberomorus cavalla,Scomberomorus
1468-C,Scomberomorus cavalla,Scomberomorus
1468-D,Scomberomorus cavalla,Scomberomorus
1468-E,Scomberomorus cavalla,Scomberomorus
1468-F,Scomberomorus cavalla,Scomberomorus
1468-G,Scomberomorus cavalla,Scomberomorus
1468-H,Scomberomorus cavalla,Scomberomorus
1468-I,Scomberomorus cavalla,Scomberomorus
1485-A,Scomberomorus cavalla,Scomberomorus
1485-B,Scomberomorus cavalla,Scomberomorus
1485-C,Scomberomorus cavalla,Scomberomorus
1486-A,Scomberomorus cavalla,Scomberomorus
1486-B,Scomberomorus cavalla,Scomberomorus
1486-C,Scomberomorus cavalla,Scomberomorus
1486-E,Scomberomorus cavalla,Scomberomorus
1486-F,Scomberomorus cavalla,Scomberomorus
1486-G,Scomberomorus cavalla,Scomberomorus
1486-H,Scomberomorus cavalla,Scomberomorus
1486-I,Scomberomorus cavalla,Scomberomorus
1487-A,Scomberomorus cavalla,Scomberomorus
1487-B,Scomberomorus cavalla,Scomberomorus
1487-C,Scomberomorus cavalla,Scomberomorus
1487-D,Scomberomorus cavalla,Scomberomorus
1487-E,Scomberomorus cavalla,Scomberomorus
1487-F,Scomberomorus cavalla,Scomberomorus
1487-G,Scomberomorus cavalla,Scomberomorus
1487-H,Scomberomorus cavalla,Scomberomorus
1487-I,Scomberomorus cavalla,Scomberomorus
1487-J,Scomberomorus cavalla,Scomberomorus
1487-K,Scomberomorus cavalla,Scomberomorus
1487-L,Scomberomorus cavalla,Scomberomorus
1487-M,Scomberomorus cavalla,Scomberomorus
1487-N,Scomberomorus cavalla,Scomberomorus
1488-A,Scomberomorus cavalla,Scomberomorus
1504-A,Scomberomorus cavalla,Scomberomorus
1504-B,Scomberomorus cavalla,Scomberomorus
1515-A,Epinephelus nigritus,Epinephelus
1515-B,Epinephelus nigritus,Epinephelus
1515-C,Epinephelus nigritus,Epinephelus
1515-D,Epinephelus nigritus,Epinephelus
1516-A,Epinephelus nigritus,Epinephelus
1516-B,Epinephelus nigritus,Epinephelus
1516-C,Epinephelus nigritus,Epinephelus
1516-D,Epinephelus nigritus,Epinephelus
1516-E,Epinephelus nigritus,Epinephelus
1516-F,Epinephelus nigritus,Epinephelus
1516-G,Epinephelus nigritus,Epinephelus
1516-H,Epinephelus nigritus,Epinephelus
1516-I,Epinephelus nigritus,Epinephelus
1516-J,Epinephelus nigritus,Epinephelus
1516-K,Epinephelus nigritus,Epinephelus
1516-L,Epinephelus nigritus,Epinephelus
1516-M,Epinephelus nigritus,Epinephelus
1517-A,Scomberomorus cavalla,Scomberomorus
1583-A,Lutjanus synagris,Lutjanus
1583-B,Lutjanus synagris,Lutjanus
1583-C,Lutjanus synagris,Lutjanus
1583-D,Lutjanus synagris,Lutjanus
1583-E,Lutjanus synagris,Lutjanus
1589-A,Seriola rivoliana,Seriola
1590-A,Caranx lugubris,Caranx
1590-B,Caranx lugubris,Caranx
1590-C,Caranx lugubris,Caranx
1590-D,Caranx lugubris,Caranx
1590-E,Caranx lugubris,Caranx
1590-F,Caranx lugubris,Caranx
1590-G,Caranx lugubris,Caranx
1623-A,Scomberomorus cavalla,Scomberomorus
1624-A,Scomberomorus cavalla,Scomberomorus
1625-A,Scomberomorus cavalla,Scomberomorus
1627-A,Scomberomorus cavalla,Scomberomorus
1627-B,Scomberomorus cavalla,Scomberomorus
1628-A,Scomberomorus cavalla,Scomberomorus
1628-B,Scomberomorus cavalla,Scomberomorus
1628-C,Scomberomorus cavalla,Scomberomorus
1628-D,Scomberomorus cavalla,Scomberomorus
1628-E,Scomberomorus cavalla,Scomberomorus
1628-F,Scomberomorus cavalla,Scomberomorus
1628-G,Scomberomorus cavalla,Scomberomorus
1628-H,Scomberomorus cavalla,Scomberomorus
1628-I,Scomberomorus cavalla,Scomberomorus
1628-J,Scomberomorus cavalla,Scomberomorus
1629-A,Scomberomorus cavalla,Scomberomorus
1629-B,Scomberomorus cavalla,Scomberomorus
1629-C,Scomberomorus cavalla,Scomberomorus
1639-A,Rachycentron canadum,Rachycentron
1639-B,Rachycentron canadum,Rachycentron
1639-C,Rachycentron canadum,Rachycentron
1639-D,Rachycentron canadum,Rachycentron
1639-E,Rachycentron canadum,Rachycentron
1639-F,Rachycentron canadum,Rachycentron
1639-G,Rachycentron canadum,Rachycentron
1639-H,Rachycentron canadum,Rachycentron
1639-I,Rachycentron canadum,Rachycentron
1639-J,Rachycentron canadum,Rachycentron
1639-K,Rachycentron canadum,Rachycentron
1639-L,Rachycentron canadum,Rachycentron
1639-M,Rachycentron canadum,Rachycentron
1639-N,Rachycentron canadum,Rachycentron
1639-O,Rachycentron canadum,Rachycentron
1639-P,Rachycentron canadum,Rachycentron
1639-Q1,Rachycentron canadum,Rachycentron
1639-Q2,Rachycentron canadum,Rachycentron
1639-Q3,Rachycentron canadum,Rachycentron
1639-Q4,Rachycentron canadum,Rachycentron
1639-Q5,Rachycentron canadum,Rachycentron
1639-Q6,Rachycentron canadum,Rachycentron
1639-R,Rachycentron canadum,Rachycentron
1639-S,Rachycentron canadum,Rachycentron
1639-T,Rachycentron canadum,Rachycentron
1640-A,Rachycentron canadum,Rachycentron
1640-AA,Rachycentron canadum,Rachycentron
1640-B,Rachycentron canadum,Rachycentron
1640-BB,Rachycentron canadum,Rachycentron
1640-C,Rachycentron canadum,Rachycentron
1640-CC,Rachycentron canadum,Rachycentron
1640-D,Rachycentron canadum,Rachycentron
1640-DD,Rachycentron canadum,Rachycentron
1640-E,Rachycentron canadum,Rachycentron
1640-F,Rachycentron canadum,Rachycentron
1640-G,Rachycentron canadum,Rachycentron
1640-H,Rachycentron canadum,Rachycentron
1640-I,Rachycentron canadum,Rachycentron
1640-J,Rachycentron canadum,Rachycentron
1640-K,Rachycentron canadum,Rachycentron
1640-L,Rachycentron canadum,Rachycentron
1640-M,Rachycentron canadum,Rachycentron
1640-N1,Rachycentron canadum,Rachycentron
1640-N2,Rachycentron canadum,Rachycentron
1640-N3,Rachycentron canadum,Rachycentron
1640-O,Rachycentron canadum,Rachycentron
1640-P,Rachycentron canadum,Rachycentron
1640-Q,Rachycentron canadum,Rachycentron
1640-R,Rachycentron canadum,Rachycentron
1640-S,Rachycentron canadum,Rachycentron
1640-T,Rachycentron canadum,Rachycentron
1640-U,Rachycentron canadum,Rachycentron
1640-V,Rachycentron canadum,Rachycentron
1640-W,Rachycentron canadum,Rachycentron
1640-X1,Rachycentron canadum,Rachycentron
1640-X2,Rachycentron canadum,Rachycentron
1640-X3,Rachycentron canadum,Rachycentron
1640-Y,Rachycentron canadum,Rachycentron
1640-Z1,Rachycentron canadum,Rachycentron
1640-Z2,Rachycentron canadum,Rachycentron
1640-Z3,Rachycentron canadum,Rachycentron
1641-A,Rachycentron canadum,Rachycentron
1641-B,Rachycentron canadum,Rachycentron
1641-C,Rachycentron canadum,Rachycentron
1641-D,Rachycentron canadum,Rachycentron
1641-E,Rachycentron canadum,Rachycentron
1641-F,Rachycentron canadum,Rachycentron
1641-G1,Rachycentron canadum,Rachycentron
1641-G2,Rachycentron canadum,Rachycentron
1641-G3,Rachycentron canadum,Rachycentron
1641-H,Rachycentron canadum,Rachycentron
1641-I,Rachycentron canadum,Rachycentron
1641-J,Rachycentron canadum,Rachycentron
1641-K,Rachycentron canadum,Rachycentron
1641-L,Rachycentron canadum,Rachycentron
1641-M,Rachycentron canadum,Rachycentron
1641-N,Rachycentron canadum,Rachycentron
1641-O,Rachycentron canadum,Rachycentron
1641-P,Rachycentron canadum,Rachycentron
1641-Q,Rachycentron canadum,Rachycentron
1641-R,Rachycentron canadum,Rachycentron
1641-S,Rachycentron canadum,Rachycentron
1641-T,Rachycentron canadum,Rachycentron
1641-U,Rachycentron canadum,Rachycentron
1641-V,Rachycentron canadum,Rachycentron
1641-W,Rachycentron canadum,Rachycentron
1641-X,Rachycentron canadum,Rachycentron
1641-Y,Rachycentron canadum,Rachycentron
1641-AA,Rachycentron canadum,Rachycentron
1641-BB,Rachycentron canadum,Rachycentron
1641-CC,Rachycentron canadum,Rachycentron
1641-Z,Rachycentron canadum,Rachycentron
1643-A,Rachycentron canadum,Rachycentron
1644-A,Rachycentron canadum,Rachycentron
1644-B,Rachycentron canadum,Rachycentron
1644-C,Rachycentron canadum,Rachycentron
1644-D,Rachycentron canadum,Rachycentron
1644-E,Rachycentron canadum,Rachycentron
1644-F,Rachycentron canadum,Rachycentron
1644-G,Rachycentron canadum,Rachycentron
1644-H,Rachycentron canadum,Rachycentron
1644-I,Rachycentron canadum,Rachycentron
1644-J,Rachycentron canadum,Rachycentron
1644-K,Rachycentron canadum,Rachycentron
1644-L,Rachycentron canadum,Rachycentron
1644-M,Rachycentron canadum,Rachycentron
1644-N,Rachycentron canadum,Rachycentron
1644-O,Rachycentron canadum,Rachycentron
1644-P,Rachycentron canadum,Rachycentron
1644-Q1,Rachycentron canadum,Rachycentron
1644-Q2,Rachycentron canadum,Rachycentron
1644-Q3,Rachycentron canadum,Rachycentron
1644-Q4,Rachycentron canadum,Rachycentron
1644-Q5,Rachycentron canadum,Rachycentron
1644-Q6,Rachycentron canadum,Rachycentron
1644-Q7,Rachycentron canadum,Rachycentron
1644-Q8,Rachycentron canadum,Rachycentron
1644-Q9,Rachycentron canadum,Rachycentron
1644-R,Rachycentron canadum,Rachycentron
1645-A,Thunnus atlanticus,Thunnus
1645-B,Thunnus atlanticus,Thunnus
1645-C,Thunnus atlanticus,Thunnus
1645-D,Thunnus atlanticus,Thunnus
1645-E,Thunnus atlanticus,Thunnus
1645-F,Thunnus atlanticus,Thunnus
1645-G1,Thunnus atlanticus,Thunnus
1645-G2,Thunnus atlanticus,Thunnus
1645-G3,Thunnus atlanticus,Thunnus
1645-G4,Thunnus atlanticus,Thunnus
1645-G5,Thunnus atlanticus,Thunnus
1645-G6,Thunnus atlanticus,Thunnus
1645-G7,Thunnus atlanticus,Thunnus
1645-G8,Thunnus atlanticus,Thunnus
1645-G9,Thunnus atlanticus,Thunnus
1645-H1,Thunnus atlanticus,Thunnus
1645-H2,Thunnus atlanticus,Thunnus
1645-H3,Thunnus atlanticus,Thunnus
1645-H4,Thunnus atlanticus,Thunnus
1645-H5,Thunnus atlanticus,Thunnus
1645-H6,Thunnus atlanticus,Thunnus
1645-H7,Thunnus atlanticus,Thunnus
1645-H8,Thunnus atlanticus,Thunnus
1645-H9,Thunnus atlanticus,Thunnus
1645-I,Thunnus atlanticus,Thunnus
1645-J,Thunnus atlanticus,Thunnus
1645-K,Thunnus atlanticus,Thunnus
1645-L,Thunnus atlanticus,Thunnus
1645-M,Thunnus atlanticus,Thunnus
1645-N,Thunnus atlanticus,Thunnus
1645-O,Thunnus atlanticus,Thunnus
1645-P,Thunnus atlanticus,Thunnus
1645-Q,Thunnus atlanticus,Thunnus
1645-R,Thunnus atlanticus,Thunnus
1645-S,Thunnus atlanticus,Thunnus
1645-T,Thunnus atlanticus,Thunnus
1646-A,Thunnus atlanticus,Thunnus
1647-A,Thunnus atlanticus,Thunnus
1647-B,Thunnus atlanticus,Thunnus
1647-F,Thunnus atlanticus,Thunnus
1647-G,Thunnus atlanticus,Thunnus
1647-H,Thunnus atlanticus,Thunnus
1647-I,Thunnus atlanticus,Thunnus
1647-J,Thunnus atlanticus,Thunnus
1647-K,Thunnus atlanticus,Thunnus
1647-L,Thunnus atlanticus,Thunnus
1647-M,Thunnus atlanticus,Thunnus
1647-N,Thunnus atlanticus,Thunnus
1647-O,Thunnus atlanticus,Thunnus
1647-P,Thunnus atlanticus,Thunnus
1647-Q,Thunnus atlanticus,Thunnus
1648-A,Thunnus atlanticus,Thunnus
1648-B,Thunnus atlanticus,Thunnus
1648-C,Thunnus atlanticus,Thunnus
1648-D,Thunnus atlanticus,Thunnus
1648-E,Thunnus atlanticus,Thunnus
1648-F,Thunnus atlanticus,Thunnus
1648-G,Thunnus atlanticus,Thunnus
1653-A,Thunnus albacares,Thunnus
1680-A,Scomberomorus cavalla,Scomberomorus
1847-A,Scomberomorus cavalla,Scomberomorus
1856-A,Scomberomorus cavalla,Scomberomorus
1856-B,Scomberomorus cavalla,Scomberomorus
1859-A,Lopholatilus chamaeleonticeps,Lopholatilus
1860-A,Lopholatilus chamaeleonticeps,Lopholatilus
