SAMPLE_ID,SCINAME,GENUS
1768-B3,Scomberomorus cavalla,Scomberomorus
1754-C,Lutjanus campechanus,Lutjanus
1755-H,Lutjanus campechanus,Lutjanus
1756-D,Lutjanus campechanus,Lutjanus
1758-B,Lutjanus campechanus,Lutjanus
1758-M,Lutjanus campechanus,Lutjanus
1759-F,Thunnus atlanticus,Thunnus
1763-A,Thunnus atlanticus,Thunnus
1763-I,Thunnus atlanticus,Thunnus
1753-C,Rachycentron canadum,Rachycentron
1764-C,Thunnus atlanticus,Thunnus
1765-G,Thunnus atlanticus,Thunnus
1753-A,Rachycentron canadum,Rachycentron
1754-D,Lutjanus campechanus,Lutjanus
1755-I,Lutjanus campechanus,Lutjanus
1757-B,Lutjanus campechanus,Lutjanus
1758-F,Lutjanus campechanus,Lutjanus
1758-N,Lutjanus campechanus,Lutjanus
1759-G,Thunnus atlanticus,Thunnus
1763-B,Thunnus atlanticus,Thunnus
1763-J,Thunnus atlanticus,Thunnus
1753-D,Rachycentron canadum,Rachycentron
1764-D,Thunnus atlanticus,Thunnus
1765-H,Thunnus atlanticus,Thunnus
1757-A,Lutjanus campechanus,Lutjanus
1755-A,Lutjanus campechanus,Lutjanus
1755-I2,Lutjanus campechanus,Lutjanus
1757-C,Lutjanus campechanus,Lutjanus
1758-G,Lutjanus campechanus,Lutjanus
1758-O,Lutjanus campechanus,Lutjanus
1760-B,Thunnus atlanticus,Thunnus
1763-C,Thunnus atlanticus,Thunnus
1763-K,Thunnus atlanticus,Thunnus
1753-E,Rachycentron canadum,Rachycentron
1764-E,Thunnus atlanticus,Thunnus
1766-B,Lutjanus campechanus,Lutjanus
1758-A,Lutjanus campechanus,Lutjanus
1755-B,Lutjanus campechanus,Lutjanus
1755-I3,Lutjanus campechanus,Lutjanus
1757-D,Lutjanus campechanus,Lutjanus
1758-H,Lutjanus campechanus,Lutjanus
1759-A,Thunnus atlanticus,Thunnus
1760-C,Thunnus atlanticus,Thunnus
1763-D,Thunnus atlanticus,Thunnus
1763-L,Thunnus atlanticus,Thunnus
1753-F,Rachycentron canadum,Rachycentron
1765-B,Thunnus atlanticus,Thunnus
1766-C,Lutjanus campechanus,Lutjanus
1760-A,Thunnus atlanticus,Thunnus
1755-D,Lutjanus campechanus,Lutjanus
1755-J,Lutjanus campechanus,Lutjanus
1757-E,Lutjanus campechanus,Lutjanus
1758-I,Lutjanus campechanus,Lutjanus
1759-B,Thunnus atlanticus,Thunnus
1760-D,Thunnus atlanticus,Thunnus
1763-E,Thunnus atlanticus,Thunnus
1763-M,Thunnus atlanticus,Thunnus
1753-G,Rachycentron canadum,Rachycentron
1765-C,Thunnus atlanticus,Thunnus
1766-D,Lutjanus campechanus,Lutjanus
1765-A,Thunnus atlanticus,Thunnus
1755-E,Lutjanus campechanus,Lutjanus
1756-A,Lutjanus campechanus,Lutjanus
1757-F,Lutjanus campechanus,Lutjanus
1758-J,Lutjanus campechanus,Lutjanus
1759-C,Thunnus atlanticus,Thunnus
1760-E,Thunnus atlanticus,Thunnus
1763-F,Thunnus atlanticus,Thunnus
1763-N,Thunnus atlanticus,Thunnus
1754-A,Lutjanus campechanus,Lutjanus
1765-D,Thunnus atlanticus,Thunnus
1768-B1,Scomberomorus cavalla,Scomberomorus
1762-A,Thunnus atlanticus,Thunnus
1766-A,Lutjanus campechanus,Lutjanus
1755-F,Lutjanus campechanus,Lutjanus
1756-B,Lutjanus campechanus,Lutjanus
1757-G,Lutjanus campechanus,Lutjanus
1758-K,Lutjanus campechanus,Lutjanus
1759-D,Thunnus atlanticus,Thunnus
1761-A,Thunnus atlanticus,Thunnus
1763-G,Thunnus atlanticus,Thunnus
1763-O,Thunnus atlanticus,Thunnus
1754-B,Lutjanus campechanus,Lutjanus
1765-E,Thunnus atlanticus,Thunnus
1768-B2,Scomberomorus cavalla,Scomberomorus
1767-A,Scomberomorus cavalla,Scomberomorus
1768-A,Scomberomorus cavalla,Scomberomorus
1755-G,Lutjanus campechanus,Lutjanus
1756-C,Lutjanus campechanus,Lutjanus
1757-H,Lutjanus campechanus,Lutjanus
1758-L,Lutjanus campechanus,Lutjanus
1759-E,Thunnus atlanticus,Thunnus
1762-B,Thunnus atlanticus,Thunnus
1763-H,Thunnus atlanticus,Thunnus
1764-A,Thunnus atlanticus,Thunnus
1762-A,Thunnus atlanticus,Thunnus
1767-A,Scomberomorus cavalla,Scomberomorus
1768-C,Scomberomorus cavalla,Scomberomorus
1798-H,Thunnus atlanticus,Thunnus
1798-P,Thunnus atlanticus,Thunnus
1770-B,Scomberomorus cavalla,Scomberomorus
1769-G,Scomberomorus cavalla,Scomberomorus
1771-B2,Scomberomorus cavalla,Scomberomorus
1786-A1,Seriola dumerili,Seriola
1790-C,Seriola dumerili,Seriola
1791-A,Scomberomorus cavalla,Scomberomorus
1794-F,Sarda sarda,Sarda
1796-G,Thunnus atlanticus,Thunnus
1797-F,Thunnus atlanticus,Thunnus
1768-D,Scomberomorus cavalla,Scomberomorus
